position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
445,1,445,30998,,"Ленинградская обл, Победа тер, Мира, 2А",541.3,60 000 000,30 000 000,У нас дешевле на 30 000 000 (50.0%),-30 000 000,-50.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-magnit-s-zemelnym-ucastkom"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19602"",""ссылка"")",Совпало,2,"На сайте rent 541.3 м² 359 000 =HYPERLINK(""https://app.worldcafe.ru/object/19602"",""ссылка"") | На сайте sale 541.3 м² 30 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19602"",""ссылка"")"
446,1,446,30875,,"Санкт-Петербург г, Малый В.О. пр-кт, 52стр1",59.9,20 900 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-s-arendatorom-kofeinia-baggins"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
447,1,447,31000,,"Санкт-Петербург г, Малый В.О. пр-кт, 15",61,20 800 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-kofeini-na-vasilevskom-ostrove-baggins"",""ссылка"")",,Совпало,1,"Без сделки no_deal 61 м² =HYPERLINK(""https://app.worldcafe.ru/object/18015"",""ссылка"")"
448,1,448,30881,,"Санкт-Петербург г, Академика Константинова ул, 1 Е",55,25 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-scastlivyi-vzgliad-pred-kassovaia-zona-55m"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
449,1,449,31004,,"Ленинградская обл, Озерки д, 25 киллометр, 8",73900,162 580 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-73900-m2-pod-zastroiku"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
450,1,450,31007,,"Санкт-Петербург г, Сенная пл, 7 А",125.7,160 000 000,1 750 000 000,У нас дороже на 1 590 000 000 (993.8%),1 590 000 000,993.8%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-u-metro-sadovaiaspasskaiasennaia-ploshhad"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19000"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 1174 м² 2 113 200 =HYPERLINK(""https://app.worldcafe.ru/object/7881"",""ссылка"") | На сайте sale 1200000 м² 1 750 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19000"",""ссылка"")"
451,1,451,31009,,"Ленинградская обл, Фёдоровское гп, Промышленная ул, 10к1",1000,49 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-1000-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
452,1,452,31017,,"Шушары п, 3-й Бадаевский проезд, 17а",2012,34 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-novogo-teplogo-sklada-2000-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
453,1,453,31018,,"Санкт-Петербург г, Каменноостровский пр-кт, 41 А",205.4,140 000 000,121 770,У нас дешевле на 139 878 230 (99.9%),-139 878 230,-99.9%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-alfa-bank"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13710"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 110.7 м² 121 770 =HYPERLINK(""https://app.worldcafe.ru/object/13710"",""ссылка"")"
454,1,454,31022,,"Московская обл, Подольск г, Большая Серпуховская ул, 19",6345,1 480 906 200,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-tc-v-g-podolsk"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
455,1,455,31023,,"Санкт-Петербург г, Народная ул, 6 А",1582.5,230 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-arendatorami-1-5825-kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
456,1,456,31024,,"Санкт-Петербург г, Коммунаров ул, 188к3",67.7,17 128 100,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshhenii-ot-40m2-do-897-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
457,1,457,31025,,"Санкт-Петербург г, Коммунаров ул, 188к1",70.9,17 725 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-na-1-etaze-zilogo-doma-709-kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
458,1,458,31026,,"Санкт-Петербург г, Коммунаров ул, 188к1",35.2,8 800 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-na-1-etaze-zilogo-doma-352-kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
459,1,459,31027,,"Санкт-Петербург г, Коммунаров ул, 188к1",421.1,105 275 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pod-setevoi-produktovyi-magazin-421kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
460,1,460,31028,,"Санкт-Петербург г, Коммунаров ул, 188к1",90,22 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-kommerceskogo-pomeshheniia-90kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
461,1,461,31029,,"Санкт-Петербург г, Коммунаров ул, 188к1",238.5,59 625 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-kommerceskogo-pomeshheniia-2385"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
462,1,462,30894,,"Санкт-Петербург г, Маршака пр-кт, 10стр1",1358,60 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaetsia-pomeshhenie-pod-avtoservis-deteling"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
463,1,463,31032,,"Ленинградская обл, Сосновый Бор г, Красных Фортов ул, 49",516,51 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-516-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
464,1,464,31033,,"Ленинградская обл, Сиверский гп, Строителей ул, 1а",242,45 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-s-nadeznymi-arendatorami-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
465,1,465,31037,,"Ленинградская обл, Волосово г, Хрустицкого ул, 35",352,25 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/predlagaetsia-v-prodazu-zdanie-352-kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
466,1,466,31038,,"Санкт-Петербург г, Львовская ул, 9стр1",82.2,38 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-822-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
467,1,467,31039,,"Санкт-Петербург г, Колпинская ул, 15 А",65.1,25 000 000,0,У нас дешевле на 25 000 000 (100.0%),-25 000 000,-100.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-65-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14309"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 9044.1 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/14309"",""ссылка"")"
468,1,468,31043,,"Санкт-Петербург г, Будапештская ул, 46 А",44,12 700 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-ogromnom-trafike-44m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
469,1,469,31045,,"Шушары п, Отделение Бадаевское тер, 5 А",36885,50 000 000,54 000 000,У нас дороже на 4 000 000 (8.0%),4 000 000,8.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-ploshhadiu-36-885-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13775"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 2876 м² 54 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13775"",""ссылка"")"
470,1,470,31047,,"Пушкин г, Автомобильная ул, 10 А",11418,65 000 000,3 350 000,У нас дешевле на 61 650 000 (94.8%),-61 650 000,-94.8%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-s-ogromnym-potencialom"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11935"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив business_sale 108 м² 3 350 000 =HYPERLINK(""https://app.worldcafe.ru/object/11935"",""ссылка"")"
471,1,471,31050,,"Ленинградская обл, Кальтино д, -, 7",662,35 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-s-zemelnym-ucastkom-vo-vsevolozske"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
472,1,472,31052,,"Ленинградская обл, Кальтино д, -, 6а",334,6 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
473,1,473,31053,,"Ленинградская обл, Новоселье гп, Невская ул, 3",102.3,20 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-1023-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
474,1,474,31054,,"Ленинградская обл, Колтуши д, -, 1",2055,15 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-s-domom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
475,1,475,31055,,"Санкт-Петербург г, Новая, 301",1428,15 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-s-domom-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
476,1,476,31056,,"Санкт-Петербург г, Новая, 301",1183,15 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-s-domom-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
477,1,477,31057,,"Санкт-Петербург г, 2-я Жерновская ул, 27 А",851,40 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-s-zemelnym-ucastkom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
478,1,478,31058,,"Ленинградская обл, Малое Верево д, Р-23, 18Б",1183,9 499 998,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-1-183-s-domom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
479,1,479,31059,,"Ленинградская обл, Малые Борницы д, -, 47",1200,7 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-1-200-s-zdaniem"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
480,1,480,31060,,"Ленинградская обл, Горбунки д, -, 50",292,40 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-1-118-s-zdaniem"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
481,1,481,31061,,"Ленинградская обл, Всеволожск г, Центральная ул, 2",1180,100 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-s-zemelnym-ucastkom-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
482,1,482,31062,,"Ленинградская обл, Проба д, Пробинское ш, 28",700,20 000 001,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-700-s-zdaniem"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
483,1,483,31063,,"Ленинградская обл, Мурино г, 2-я Линия ул, 23",1000,80 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdanie-s-arendatorami-1000m"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
484,1,484,31064,,"Ленинградская обл, Новое Девяткино д, -, 21Б",593.2,75 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-svetofor-kb-s-zemelnym-ucastkom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
485,1,485,31065,,"Ленинградская обл, Мяглово д, -, 2а",700,85 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-s-zemelnym-ucastkom-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
486,1,486,31066,,"Ленинградская обл, Новое Девяткино д, -, 54",866.6,125 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
487,1,487,31067,,"Санкт-Петербург г, Московское, 250",49521,107 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-texnopark-5-ga"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
488,1,488,31069,,"Санкт-Петербург г, Беринга ул, 1 А",171,30 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-arendatorom-171m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
489,1,489,30852,,"Ленинградская обл, Санино д, -, 42",4600,250 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pishhevogo-proizvodstva-4600-m2-i-4-ga-zemli"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
490,1,490,31071,,"Ленинградская обл, Федоровское зона, Складской, 8",650,28 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-650-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
491,1,491,31072,,"Санкт-Петербург г, Лагоды ул, 4стр1",545,63 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-arendatorom-piaterocka-545m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
492,1,492,31073,,"Ленинградская обл, Мурино г, Новая ул, 8",3376,300 000 000,249 950 000,У нас дешевле на 50 050 000 (16.7%),-50 050 000,-16.7%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-doli-tk-murino"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/16864"",""ссылка"")",Совпало,1,"Архив sale 3376 м² 249 950 000 =HYPERLINK(""https://app.worldcafe.ru/object/16864"",""ссылка"")"
493,1,493,31074,,"Ленинградская обл, Федоровское зона, почтовая , 38к1",1500,64 990 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-1500-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
494,1,494,31075,,"Ленинградская обл, Федоровское зона, Почтовая , 38к1",1437,69 900 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-novogo-sklada-1437-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
495,1,495,31076,,"Санкт-Петербург г, Ветеранов пр-кт, 169к4стр1",160,48 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ulybka-radugi-160-m2-v-stroiashhemsia-tc"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
496,1,496,31080,,"Санкт-Петербург г, Маршака пр-кт, 3стр1",14589,40 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-s-proektom-pavilyonov"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
497,1,497,31081,,"Ленинградская обл, Первомайское п, Ленина ул, 19",5000,40 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-50-sot"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
498,1,498,31086,,"Ленинградская обл, Пески д, Складской пер, 30",2880,210 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-proizvodstvenno-skladskogo-kompleksa"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
499,1,499,31087,,"Ленинградская обл, Бугры п, Торговая ул, 3",1500,160 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-1500-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
500,1,500,31093,,"Санкт-Петербург г, Конституции пл, 1к2 А",59,14 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ofisa-59-m2-s-remontom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
501,1,501,31094,,"Шушары п, предприятия Шушары тер, 496",113477,350 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
502,1,502,31095,,"Санкт-Петербург г, Рижский пр-кт, 62 М",65,9 300 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-65-m2-s-arendatorom"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
503,1,503,31098,,"Ленинградская обл, Мурино г, Воронцовский б-р, 16к1",223,62 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-magnit-kosmetik"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
504,1,504,31099,,"Колпино г, Ленина пр-кт, 20/5 А",215,25 200 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-v-kolpino"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
505,1,505,31100,,"Санкт-Петербург г, Бестужевская ул, 7к4стр1",43.2,9 900 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-vozle-skoly-s-arendatorom-432m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
506,1,506,31103,,"Санкт-Петербург г, Кременчугская ул, 19к3",650,125 000 000,250 000,У нас дешевле на 124 750 000 (99.8%),-124 750 000,-99.8%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/osz-gab-okupaemost-75-let"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18429"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 130 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/18429"",""ссылка"")"
507,1,507,31105,,"Ленинградская обл, Волхов г, Металлургов ул, 6",67177,22 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemli-6-ga-v-volxove"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
508,1,508,31110,,"Санкт-Петербург г, Энгельса пр-кт, 36 А",813.9,36 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zdanie-s-setevym-arendatorom-8139m-okup-10-let"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
509,1,509,31113,,"Санкт-Петербург г, Колокольная ул, 8 А",190,72 000 000,100 000 000,У нас дороже на 28 000 000 (38.9%),28 000 000,38.9%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-gruzinskim-restoranom"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13712"",""ссылка"")","По адресу есть, но площадь другая",3,"Архив rent 129 м² 200 000 =HYPERLINK(""https://app.worldcafe.ru/object/13712"",""ссылка"") | Архив sale 129 м² 100 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13712"",""ссылка"") | Архив rent 68.7 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/19275"",""ссылка"")"
510,1,510,31114,,"Лиговский пр-кт, 46, 2",900,90 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-setevym-arendatorom-900m"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
511,1,511,31120,,"Ленинградская обл, Мурино г, Воронцовский б-р, 19к1",31.3,10 955 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-313-kvm"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
512,1,512,31122,,"Санкт-Петербург г, Космонавтов пр-кт, 65к2 А",577.8,200 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-u-metro-zvezdnaia"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
513,1,513,31129,,"Санкт-Петербург г, Пулковское ш, 53 А",5000,65 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-5000m"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
514,1,514,31130,,"Санкт-Петербург г, Пулковское ш, 53 А",2007,41 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zu-s-pavilyonami"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
515,1,515,31131,,"Санкт-Петербург г, Пулковское ш, 53 А",2000,24 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-2000m"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
516,1,516,31136,,"Санкт-Петербург г, Софийская ул, 61к1 А",25000,2 000 000 000,8 925 375,У нас дешевле на 1 991 074 625 (99.6%),-1 991 074 625,-99.6%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-25-ga"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18072"",""ссылка"")","По адресу есть, но площадь другая",14,"Архив rent 115 м² 265 000 =HYPERLINK(""https://app.worldcafe.ru/object/16879"",""ссылка"") | Архив sale 115 м² 14 900 000 =HYPERLINK(""https://app.worldcafe.ru/object/16879"",""ссылка"") | Архив sale 85 м² 33 600 000 =HYPERLINK(""https://app.worldcafe.ru/object/16844"",""ссылка"") | На сайте sale 83.2 м² 25 792 000 =HYPERLINK(""https://app.worldcafe.ru/object/18500"",""ссылка"") | Архив rent 77.5 м² 186 000 =HYPERLINK(""https://app.worldcafe.ru/object/16387"",""ссылка"") | Архив sale 77.5 м² 34 290 000 =HYPERLINK(""https://app.worldcafe.ru/object/16387"",""ссылка"") | Архив rent 56 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/18204"",""ссылка"") | На сайте rent 56 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/18234"",""ссылка"") | На сайте sale 56 м² 23 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18234"",""ссылка"") | Архив sale 45.2 м² 14 012 000 =HYPERLINK(""https://app.worldcafe.ru/object/18505"",""ссылка"") | Архив sale 43.4 м² 11 718 000 =HYPERLINK(""https://app.worldcafe.ru/object/19091"",""ссылка"") | На сайте sale 39.5 м² 9 951 480 =HYPERLINK(""https://app.worldcafe.ru/object/18693"",""ссылка"")"
517,1,517,31146,,"Санкт-Петербург г, Лахтинский пр-кт, 115 А",1500,375 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/unikalnaia-prodaza-sikarnogo-biznes-centra-1500-m"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
518,1,518,30701,,"Ленинградская обл, Колтуши д, Иоанна Кронштадтского, 2",566,95 000 000,24 000 000,У нас дешевле на 71 000 000 (74.7%),-71 000 000,-74.7%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-arendatorom-vernyi"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18916"",""ссылка"")","По адресу есть, но площадь другая",2,"На сайте rent 300 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/18916"",""ссылка"") | На сайте sale 300 м² 24 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18916"",""ссылка"")"
519,1,519,31147,,"Санкт-Петербург г, Приморский пр-кт, 54к1 А",17000,1 500 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-bc"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
