position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
129,6,9,,,Лаголово дер.,98.4,27 479 687,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/lagolovo-der/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
130,6,10,39,,"Чехова ул., д. 39",71.6,14 434 560,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/chekhova-ul-d-39/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
131,6,11,,,Мурино г.,86.9,23 093 505,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/murino-g/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
132,6,12,595659094,,"Центральная ул., д. 30 к 1",84.8,15 427 887,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-595659094/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
133,6,13,114678461,,"Центральная ул., д. 30 к 1",119.9,21 494 887,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-114678461/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
134,6,14,1580423848,,"Центральная ул., д. 30 к 1",128,22 582 888,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-1580423848/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
135,6,15,1193388980,,"Центральная ул., д. 30 к 1",119.6,21 175 887,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-1193388980/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
136,6,16,758658922,,"Центральная ул., д. 30 к 1",151.6,26 626 888,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-758658922/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
137,6,17,376052396,,"Центральная ул., д. 30 к 1",105.1,20 207 887,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-376052396/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
138,6,18,697106656,,"Центральная ул., д. 30 к 1",85.7,15 589 887,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-697106656/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
139,6,19,934098873,,"Центральная ул., д. 30 к 1",105.1,18 407 887,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1-934098873/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
140,6,20,1,,"Центральная ул., д. 30 к 1",98,18 210 887,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/tsentralnaya-ul-d-30-k-1/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
141,6,21,1040836863,,"Мира ул., д. 9/1",35.3,5 955 110,10 684 890,У нас дороже на 4 729 780 (79.4%),4 729 780,79.4%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-1-1040836863/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20169"",""ссылка"")","По адресу есть, но площадь другая",3,"Архив sale 68.3 м² 10 684 890 =HYPERLINK(""https://app.worldcafe.ru/object/20169"",""ссылка"") | Архив sale 77.9 м² 11 865 700 =HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"") | Архив sale 82.1 м² 12 362 880 =HYPERLINK(""https://app.worldcafe.ru/object/20166"",""ссылка"")"
142,6,22,695790508,,"Мира ул., д. 9/1",74.9,11 414 760,11 865 700,У нас дороже на 450 940 (4.0%),450 940,4.0%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-1-695790508/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")",Совпало,1,"Архив sale 77.9 м² 11 865 700 =HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")"
143,6,23,338712222,,"Мира ул., д. 9/1",82.2,12 362 880,11 865 700,У нас дешевле на 497 180 (4.0%),-497 180,-4.0%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-1-338712222/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")",Совпало,2,"Архив sale 82.1 м² 12 362 880 =HYPERLINK(""https://app.worldcafe.ru/object/20166"",""ссылка"") | Архив sale 77.9 м² 11 865 700 =HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")"
144,6,24,1821555055,,"Мира ул., д. 9/1",81,12 263 400,11 865 700,У нас дешевле на 397 700 (3.2%),-397 700,-3.2%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-1-1821555055/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")",Совпало,2,"Архив sale 82.1 м² 12 362 880 =HYPERLINK(""https://app.worldcafe.ru/object/20166"",""ссылка"") | Архив sale 77.9 м² 11 865 700 =HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")"
145,7,1,147775537,,"Мира ул., д. 9/1",54,8 726 400,10 684 890,У нас дороже на 1 958 490 (22.4%),1 958 490,22.4%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-1-147775537/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20169"",""ссылка"")","По адресу есть, но площадь другая",3,"Архив sale 68.3 м² 10 684 890 =HYPERLINK(""https://app.worldcafe.ru/object/20169"",""ссылка"") | Архив sale 77.9 м² 11 865 700 =HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"") | Архив sale 82.1 м² 12 362 880 =HYPERLINK(""https://app.worldcafe.ru/object/20166"",""ссылка"")"
146,7,2,1,,"Мира ул., д. 9/1",78.9,12 079 590,11 865 700,У нас дешевле на 213 890 (1.8%),-213 890,-1.8%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-1/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")",Совпало,2,"Архив sale 77.9 м² 11 865 700 =HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"") | Архив sale 82.1 м² 12 362 880 =HYPERLINK(""https://app.worldcafe.ru/object/20166"",""ссылка"")"
147,7,3,1606294471,,"Мира ул., д. 9/3",77,11 865 700,11 865 700,Цена равна,0,0.0%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-3-1606294471/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")",Совпало,1,"Архив sale 77.9 м² 11 865 700 =HYPERLINK(""https://app.worldcafe.ru/object/20168"",""ссылка"")"
148,7,4,3,,"Мира ул., д. 9/3",72.7,11 217 610,10 684 890,У нас дешевле на 532 720 (4.7%),-532 720,-4.7%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/mira-ul-d-9-3/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20169"",""ссылка"")",Совпало,1,"Архив sale 68.3 м² 10 684 890 =HYPERLINK(""https://app.worldcafe.ru/object/20169"",""ссылка"")"
149,7,5,4,,"Парковая ул., д. дом 6 корпус 4",70.1,15 422 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/parkovaya-ul-d-dom-6-korpus-4/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
150,7,6,460125947,Красногвардейский,Ириновский пр.,13.5,5 809 300,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-460125947/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
151,7,7,285406738,Красногвардейский,Ириновский пр.,13.2,5 658 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-285406738/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
152,7,8,31766919,Красногвардейский,Ириновский пр.,197.8,69 244 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-31766919/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
153,7,9,635694419,Красногвардейский,Ириновский пр.,1334.3,266 852 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-635694419/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
154,7,10,975939260,Красногвардейский,Ириновский пр.,589.4,117 874 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-975939260/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
155,7,11,662333169,Красногвардейский,Ириновский пр.,523.7,104 732 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-662333169/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
156,7,12,337715645,Красногвардейский,Ириновский пр.,64.5,13 555 500,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-337715645/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
157,7,13,925794499,Красногвардейский,Ириновский пр.,90.9,19 089 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-925794499/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
158,7,14,313769586,Красногвардейский,Ириновский пр.,85.6,17 969 700,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-313769586/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
159,7,15,1481118307,Красногвардейский,Ириновский пр.,154.2,32 392 500,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1481118307/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
160,7,16,1238989317,Красногвардейский,Ириновский пр.,14.1,3 381 600,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1238989317/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
161,7,17,664525832,Красногвардейский,Ириновский пр.,55.6,11 669 700,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-664525832/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
162,7,18,1798132597,Красногвардейский,Ириновский пр.,33.6,7 718 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1798132597/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
163,7,19,462603163,Красногвардейский,Ириновский пр.,17.9,4 296 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-462603163/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
164,7,20,1601810457,Красногвардейский,Ириновский пр.,31.5,6 610 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1601810457/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
165,7,21,1792953475,Красногвардейский,Ириновский пр.,14.7,3 528 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1792953475/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
166,7,22,1887304770,Красногвардейский,Ириновский пр.,24.2,5 079 900,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1887304770/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
167,7,23,924382095,Красногвардейский,Ириновский пр.,26.6,5 594 400,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-924382095/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
168,7,24,2259691,Красногвардейский,Ириновский пр.,39.4,9 064 300,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-2259691/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
169,8,1,401213159,Красногвардейский,Ириновский пр.,20.7,4 975 200,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-401213159/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
170,8,2,1367609325,Красногвардейский,Ириновский пр.,63.4,13 309 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1367609325/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
171,8,3,1912013675,Красногвардейский,Ириновский пр.,13.2,3 172 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1912013675/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
172,8,4,1833117835,Красногвардейский,Ириновский пр.,39.1,8 206 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1833117835/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
173,8,5,80049020,Красногвардейский,Ириновский пр.,39.2,8 234 100,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-80049020/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
174,8,6,1902761277,Красногвардейский,Ириновский пр.,13.4,3 211 200,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1902761277/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
175,8,7,1737586474,Красногвардейский,Ириновский пр.,40.1,8 423 100,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1737586474/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
176,8,8,1541031042,Красногвардейский,Ириновский пр.,39.5,8 303 400,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1541031042/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
177,8,9,405973589,Красногвардейский,Ириновский пр.,62.3,13 076 700,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-405973589/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
178,8,10,269371235,Красногвардейский,Ириновский пр.,48.8,11 214 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-269371235/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
179,8,11,1102143997,Красногвардейский,Ириновский пр.,64.5,13 555 500,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1102143997/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
180,8,12,2132428440,Красногвардейский,Ириновский пр.,15.1,3 631 200,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-2132428440/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
181,8,13,430362822,Красногвардейский,Ириновский пр.,50.1,11 534 500,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-430362822/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
182,8,14,2134284846,Красногвардейский,Ириновский пр.,60.2,12 633 600,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-2134284846/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
183,8,15,1440580454,Красногвардейский,Ириновский пр.,60.9,12 795 300,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1440580454/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
184,8,16,1901432295,Красногвардейский,Ириновский пр.,86.7,18 213 300,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1901432295/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
185,8,17,764150464,Красногвардейский,Ириновский пр.,28.5,6 555 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-764150464/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
186,8,18,142794707,Красногвардейский,Ириновский пр.,471.9,117 975 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-142794707/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
187,8,19,1862778443,Красногвардейский,Ириновский пр.,27.7,6 640 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1862778443/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
188,8,20,513276771,Красногвардейский,Ириновский пр.,27,6 489 600,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-513276771/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
189,8,21,2071878978,Красногвардейский,Ириновский пр.,30.2,7 248 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-2071878978/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
190,8,22,166528510,Красногвардейский,Ириновский пр.,28.2,6 760 800,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-166528510/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
191,8,23,1282772007,Красногвардейский,Ириновский пр.,29.3,7 027 200,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1282772007/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
192,8,24,1750697479,Красногвардейский,Ириновский пр.,68.1,14 303 100,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1750697479/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
193,9,1,811520880,Красногвардейский,Ириновский пр.,54.5,11 449 200,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-811520880/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
194,9,2,575580849,Красногвардейский,Ириновский пр.,52.6,11 052 300,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-575580849/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
195,9,3,1011805678,Красногвардейский,Ириновский пр.,28.1,6 460 700,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1011805678/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
196,9,4,400758664,Красногвардейский,Ириновский пр.,43.2,9 940 600,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-400758664/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
197,9,5,925052692,Красногвардейский,Ириновский пр.,27,6 489 600,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-925052692/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
198,9,6,59644384,Красногвардейский,Ириновский пр.,17.9,6 261 500,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-59644384/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
199,9,7,542687423,Красногвардейский,Ириновский пр.,101,35 336 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-542687423/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
200,9,8,368959580,Красногвардейский,Ириновский пр.,23.8,8 830 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-368959580/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
201,9,9,1314725551,Красногвардейский,Ириновский пр.,18.6,6 496 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-1314725551/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
202,9,10,2045875368,Красногвардейский,Ириновский пр.,18.7,6 545 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr-2045875368/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
203,9,11,,Красногвардейский,Ириновский пр.,39.8,13 916 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/irinovskiy-pr/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
204,9,12,911491797,Московский,"Типанова ул., д. 19/А",81.4,23 500 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/tipanova-ul-d-19-a-911491797/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
205,9,13,,Московский,"Типанова ул., д. 19/А",109.3,31 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/tipanova-ul-d-19-a/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
206,9,14,449717382,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",104.4,33 451 982,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-449717382/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
207,9,15,977232919,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",326.1,59 077 163,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-977232919/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
208,9,16,1182277565,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",325.6,58 986 582,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-1182277565/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
209,9,17,612343911,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",309.4,56 051 745,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-612343911/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
210,9,18,523600851,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",171,34 380 713,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-523600851/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
211,9,19,864031703,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",177.9,53 463 789,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-864031703/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
212,9,20,2125618303,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",150.8,45 319 502,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-2125618303/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
213,9,21,2072958179,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",174.5,52 441 996,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-2072958179/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
214,9,22,680636117,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",316.3,91 910 504,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-680636117/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
215,9,23,1236697519,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",175,52 592 260,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-1236697519/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
216,9,24,634225488,Выборгский,"Кустодиева ул., д. 5 корп.1 стр.1",153.1,46 010 714,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kustodieva-ul-d-5-korp-1-str-1-634225488/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
217,10,1,70739365,Фрунзенский,"Курская ул., д. 27",48.1,17 619 030,213 000,У нас дешевле на 17 406 030 (98.8%),-17 406 030,-98.8%,any_type,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kurskaya-ul-d-27-70739365/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 427.1 м² 213 000 =HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")"
218,10,2,2046939361,Фрунзенский,"Курская ул., д. 27",64.8,18 621 375,213 000,У нас дешевле на 18 408 375 (98.9%),-18 408 375,-98.9%,any_type,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kurskaya-ul-d-27-2046939361/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 427.1 м² 213 000 =HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")"
219,10,3,1928686855,Фрунзенский,"Курская ул., д. 27",91.9,29 753 982,213 000,У нас дешевле на 29 540 982 (99.3%),-29 540 982,-99.3%,any_type,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kurskaya-ul-d-27-1928686855/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 427.1 м² 213 000 =HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")"
220,10,4,27,Фрунзенский,"Курская ул., д. 27",57.7,16 078 396,213 000,У нас дешевле на 15 865 396 (98.7%),-15 865 396,-98.7%,any_type,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/kurskaya-ul-d-27/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 427.1 м² 213 000 =HYPERLINK(""https://app.worldcafe.ru/object/11758"",""ссылка"")"
